CompName,Ehull,(cbrt(NNaLst)+(AnionChgStdLst)^2),((EWaldSumLst)^2*(XWithNaLst*RDiffStdLst))
Zr2P2SO12,-13.0029,0.2222222238779068,0.0
Zr2Si(SO6)2,-23.495155,0.8888888955116272,0.0
ZrTiSi(SO6)2,-13.344613,0.8888888955116272,112.12545776367188
ZrSnP2SO12,-22.869867,0.2222222238779068,40.3079719543457
ZrGeP2SO12,-0.0045947563,0.2222222238779068,269.66448974609375
TiSnP2SO12,-25.777708,0.2222222238779068,133.3155517578125
HfTiP2SO12,-36.70256,0.2222222238779068,98.4819564819336
HfTiSi(SO6)2,-53.02185,0.8888888955116272,99.74201202392578
Sn2P2SO12,-14.961682,0.2222222238779068,0.0
HfSnP2SO12,-37.046074,0.2222222238779068,26.4102783203125
HfSiSn(SO6)2,-19.696335,0.8888888955116272,26.77480697631836
Ge2P2SO12,-8.565587,0.2222222238779068,0.0
HfGeP2SO12,-26.140251,0.2222222238779068,251.9355926513672
HfSiGe(SO6)2,-50.683636,0.8888888955116272,254.93621826171875
Hf2P2SO12,-100.35673,0.2222222238779068,0.0
Mg2Nb10Si9(SO8)9,-17.820919,1.0,69.66915893554688
MgNb5(PO4)9,-27.13319,0.0,67.77357482910156
MgTa5(PO4)9,-28.38064,0.0,59.01436233520508
Nb10Zn2Si9(SO8)9,-26.410437,1.0,95.10884094238281
Nb5Zn(PO4)9,-22.253532,0.0,92.4460678100586
Ta10Zn2Si9(SO8)9,-54.63202,1.0,83.60009002685547
Ta5Zn(PO4)9,-28.971817,0.0,81.5774154663086
Ca2Nb10Si9(SO8)9,-14.077675,1.0,286.7568664550781
CaNb5(PO4)9,-10.193827,0.0,279.1186218261719
Ca2Ta10Si9(SO8)9,-31.692478,1.0,245.58090209960938
CaTa5(PO4)9,-12.205494,0.0,239.44708251953125
Nb3GaSi3(SO8)3,-4.2700744,1.0,23.399433135986328
Nb3Ga(PO4)6,-24.532734,0.0,22.84827995300293
Ta3GaSi3(SO8)3,-24.248198,1.0,21.058692932128906
Ta3Ga(PO4)6,-25.841288,0.0,20.601539611816406
Nb3AlSi3(SO8)3,-0.18176533,1.0,114.78717041015625
Nb3Al(PO4)6,-0.23614042,0.0,112.18107604980469
Ta3AlSi3(SO8)3,-20.005281,1.0,102.57293701171875
Ta3Al(PO4)6,-19.776924,0.0,100.11943817138672
ScNb3(PO4)6,-19.49206,0.0,100.71076965332031
ScTa3Si3(SO8)3,-15.843468,1.0,90.83338165283203
YTa3(PO4)6,-6.7676234,0.0,203.8743133544922
Ta3InSi3(SO8)3,-12.41962,1.0,165.08706665039062
Ta3In(PO4)6,-17.718395,0.0,161.4102020263672
LaTa3Si3(SO8)3,-41.283245,1.0,293.80157470703125
ZrNb(PO4)3,-20.831253,0.0,76.87680053710938
ZrTa(PO4)3,-21.910713,0.0,69.88074493408203
Ti2Nb2Si3(SO8)3,-3.6060069,1.0,41.82564926147461
TiNb(PO4)3,-7.373557,0.0,40.909610748291016
Ta2Ti2Si3(SO8)3,-8.733127,1.0,38.63838577270508
NbSn(PO4)3,-16.534096,0.0,76.4909439086914
TaSn(PO4)3,-16.623852,0.0,72.41173553466797
Ta2Si3Ge2(SO8)3,-16.540855,1.0,171.21412658691406
Hf2Nb2Si3(SO8)3,-57.3844,1.0,66.8138656616211
HfNb(PO4)3,-23.391106,0.0,65.62779998779297
Hf2Ta2Si3(SO8)3,-77.30967,1.0,60.703453063964844
HfTa(PO4)3,-23.803312,0.0,59.497982025146484
Nb2Si2SO12,-31.754986,0.8888888955116272,0.0
TaNbSi2SO12,-49.908703,0.8888888955116272,0.0
TaNbSi(PO6)2,-5.289828,0.2222222238779068,0.0
Ta2Si2SO12,-63.60572,0.8888888955116272,0.0
NaMgGa3(SO4)6,-5.443601,0.7937005162239075,131.86163330078125
NaMgAl3(SO4)6,-7.098149,0.7937005162239075,197.71737670898438
NaMgSc3(SO4)6,-11.808006,0.7937005162239075,18.00352668762207
NaMgIn3(SO4)6,-3.7447655,0.7937005162239075,99.69645690917969
NaLa3Mg(SO4)6,-73.35942,0.7937005162239075,115.63876342773438
Na3Mg7.5Zr4.5S18O72,-50.988083,0.7937005162239075,1.7251492931674023e-13
Na3Mg7.5Sn4.5S18O72,-24.951136,0.7937005162239075,36.042396545410156
Na3Hf4.5Mg7.5S18O72,-68.99267,0.7937005162239075,7.2880964279174805
NaMg3Nb(SO4)6,-23.396845,0.7937005162239075,63.73939895629883
NaMg3Ta(SO4)6,-23.808922,0.7937005162239075,60.302547454833984
NaSc3Zn(SO4)6,-0.9344048,0.7937005162239075,4.324848175048828
NaLa3Zn(SO4)6,-90.8683,0.7937005162239075,149.02134704589844
Na3Zr4.5Zn7.5S18O72,-32.363934,0.7937005162239075,23.066381454467773
Na3Ti4.5Zn7.5S18O72,-28.922256,0.7937005162239075,178.69827270507812
Na3Zn7.5Sn4.5S18O72,-17.19431,0.7937005162239075,79.99981689453125
Na3Hf4.5Zn7.5S18O72,-102.67034,0.7937005162239075,34.13329315185547
NaTaZn3(SO4)6,-45.80854,0.7937005162239075,119.56356048583984
NaCaSc3(SO4)6,-1.8211513,0.7937005162239075,148.4147186279297
NaCaLa3(SO4)6,-82.29054,0.7937005162239075,7.704426288604736
Na3Ca7.5Zr4.5S18O72,-24.56064,0.7937005162239075,103.24520111083984
NaCa3Nb(SO4)6,-19.351854,0.7937005162239075,136.90667724609375
NaCa3Ta(SO4)6,-20.09879,0.7937005162239075,121.72628021240234
NaMg2Zr2PS5O24,-35.78337,0.9325894117355347,0.0
Na3Mg6Zr6Si1.5S16.5O72,-37.08111,1.0151537656784058,1.6764870470597354e-13
NaMg2Ti2PS5O24,-28.381454,0.9325894117355347,111.68168640136719
Na3Mg6Ti6Si1.5S16.5O72,-20.923033,1.0151537656784058,112.15753173828125
NaMg2Sn2PS5O24,-16.891365,0.9325894117355347,40.76975631713867
Na3Mg6Si1.5Sn6S16.5O72,-0.42740172,1.0151537656784058,40.927364349365234
NaHf2Mg2PS5O24,-57.56155,0.9325894117355347,7.275322437286377
Na3Hf6Mg6Si1.5S16.5O72,-61.8608,1.0151537656784058,7.296294212341309
Na3Mg8Nb4P3(S5O24)3,-22.21518,0.9325894117355347,70.834716796875
Na3Mg8Nb4Si1.5S16.5O72,-6.0167513,1.0151537656784058,70.98055267333984
Na3Mg8Ta4P3(S5O24)3,-19.394978,0.9325894117355347,65.89546203613281
Na3Mg8Ta4Si1.5S16.5O72,-8.525204,1.0151537656784058,66.23347473144531
Na3Zr6Zn6Si1.5S16.5O72,-22.828506,1.0151537656784058,21.624114990234375
NaTi2Zn2PS5O24,-22.636944,0.9325894117355347,175.61659240722656
NaZn2Sn2PS5O24,-12.498307,0.9325894117355347,84.1090087890625
Na3Hf6Zn6Si1.5S16.5O72,-80.1208,1.0151537656784058,31.727720260620117
Na3Nb4Zn8P3(S5O24)3,-27.276796,0.9325894117355347,130.1648712158203
Na3Ta4Zn8P3(S5O24)3,-29.2852,0.9325894117355347,124.13520812988281
Na3Ta4Zn8Si1.5S16.5O72,-17.27322,1.0151537656784058,124.69445037841797
NaCa2Zr2PS5O24,-8.22476,0.9325894117355347,125.62333679199219
Na3Ca6Zr6Si1.5S16.5O72,-17.82659,1.0151537656784058,126.16561126708984
NaCa2Hf2PS5O24,-51.03232,0.9325894117355347,122.12098693847656
Na3Ca6Hf6Si1.5S16.5O72,-63.999386,1.0151537656784058,122.85084533691406
NaSc4PS5O24,-9.487831,0.9325894117355347,0.0
NaY2Sc2PS5O24,-0.7171527,0.9325894117355347,105.2414321899414
NaSc2In2PS5O24,-9.49985,0.9325894117355347,66.73562622070312
NaY2In2PS5O24,-0.6053027,0.9325894117355347,106.79438781738281
NaLa4PS5O24,-85.62128,0.9325894117355347,0.0
Na3La12Si1.5S16.5O72,-87.59434,1.0151537656784058,0.0
Na3Mg3Zr9Si4.5S13.5O72,-12.2915945,1.5134236812591553,1.5799155332531928e-13
NaMgTi3P3(SO8)3,-24.380362,1.0437004566192627,101.16143035888672
NaMgSn3P3(SO8)3,-8.745354,1.0437004566192627,40.42136001586914
Na3Hf9Mg3Si4.5S13.5O72,-51.208183,1.5134236812591553,5.872254371643066
NaZr3ZnP3(SO8)3,-6.4954023,1.0437004566192627,14.8195219039917
Na3Zr9Zn3Si4.5S13.5O72,-8.427803,1.5134236812591553,15.000186920166016
NaTi3ZnP3(SO8)3,-24.826588,1.0437004566192627,136.49337768554688
NaZnSn3P3(SO8)3,-8.195539,1.0437004566192627,73.91282653808594
NaHf3ZnP3(SO8)3,-63.229065,1.0437004566192627,21.35066795349121
Na3Hf9Zn3Si4.5S13.5O72,-69.05543,1.5134236812591553,21.56429672241211
NaCaTi3P3(SO8)3,-6.9961157,1.0437004566192627,296.583984375
NaCaHf3P3(SO8)3,-42.270184,1.0437004566192627,132.77305603027344
NaTi2Ga2P3(SO8)3,-10.272153,1.0437004566192627,20.386062622070312
NaHf2Ga2P3(SO8)3,-6.2674866,1.0437004566192627,101.37908935546875
NaTi2Al2P3(SO8)3,-10.682296,1.0437004566192627,83.0899429321289
NaHf2Al2P3(SO8)3,-1.1086771,1.0437004566192627,167.00106811523438
NaZr2Sc2P3(SO8)3,-3.785058,1.0437004566192627,18.449796676635742
NaSc3NbP3(SO8)3,-7.4607773,1.0437004566192627,80.09937286376953
NaSc3TaP3(SO8)3,-5.2976108,1.0437004566192627,76.1142807006836
NaZr2In2P3(SO8)3,-5.302439,1.0437004566192627,88.3934555053711
NaTi2In2P3(SO8)3,-2.9690106,1.0437004566192627,255.4526824951172
NaHf2In2P3(SO8)3,-1.4818677,1.0437004566192627,97.34996795654297
NaNbIn3P3(SO8)3,-3.5443964,1.0437004566192627,199.1560821533203
NaTaIn3P3(SO8)3,-1.5249441,1.0437004566192627,192.56301879882812
NaLa2Hf2P3(SO8)3,-18.592154,1.0437004566192627,151.10874938964844
Na3La6Hf6.0Si4.5S13.5O72,-28.405638,1.5134236812591553,152.70355224609375
Na3La9Nb3.0Si4.5S13.5O72,-14.597323,1.5134236812591553,176.29861450195312
Na3Mg4Nb8P15(SO24)3,-10.513015,0.9325894117355347,74.6666259765625
Na3Mg4Ta8P15(SO24)3,-8.614824,0.9325894117355347,66.18172454833984
Na3Nb8Zn4P15(SO24)3,-1.161781,0.9325894117355347,111.44342041015625
Na3Ta8Zn4P15(SO24)3,-3.2919714,0.9325894117355347,101.35052490234375
NaNb2Ga2P5SO24,-8.673284,0.9325894117355347,26.597885131835938
NaTa2Ga2P5SO24,-8.207903,0.9325894117355347,24.999752044677734
NaTa2Al2P5SO24,-10.040117,0.9325894117355347,114.11102294921875
NaSc2Nb2P5SO24,-18.81742,0.9325894117355347,97.93406677246094
NaSc2Ta2P5SO24,-14.989467,0.9325894117355347,89.42407989501953
NaNb2In2P5SO24,-11.010035,0.9325894117355347,205.27557373046875
NaTa2In2P5SO24,-8.634273,0.9325894117355347,192.81723022460938
NaZr4P5SO24,-5.850512,0.9325894117355347,0.0
NaZr2Ti2P5SO24,-2.9539075,0.9325894117355347,97.6957015991211
NaZr2Sn2P5SO24,-7.5753837,0.9325894117355347,35.497093200683594
NaHf2Zr2P5SO24,-13.367241,0.9325894117355347,6.385271072387695
Na3Hf6Zr6Si7.5S10.5O72,-10.291298,1.7625586986541748,6.49988317489624
NaTi4P5SO24,-16.96388,0.9325894117355347,0.0
NaTi2Ge2P5SO24,-5.841093,0.9325894117355347,109.39558410644531
Na3Hf6Ti6Si7.5S10.5O72,-10.169182,1.7625586986541748,88.52864837646484
NaHf2Sn2P5SO24,-15.175126,0.9325894117355347,23.292816162109375
NaHf4P5SO24,-36.78944,0.9325894117355347,0.0
Na3Hf12Si7.5S10.5O72,-55.258297,1.7625586986541748,0.0
NaMgNb3(PO4)6,-4.5493035,0.7937005162239075,69.14038848876953
NaMgTa3(PO4)6,-4.099613,0.7937005162239075,60.80754470825195
NaCaNb3(PO4)6,-0.55925596,0.7937005162239075,268.6521911621094
Na3Nb7.5Ga4.5P18O72,-21.373589,0.7937005162239075,23.978702545166016
Na3Ta7.5Ga4.5P18O72,-21.752577,0.7937005162239075,22.10536766052246
Na3Nb7.5Al4.5P18O72,-10.955737,0.7937005162239075,114.07157135009766
Na3Ta7.5Al4.5P18O72,-21.42204,0.7937005162239075,103.82015991210938
Na3Sc4.5Nb7.5P18O72,-19.021124,0.7937005162239075,96.6547622680664
Na3Sc4.5Ta7.5P18O72,-19.395826,0.7937005162239075,86.68828582763672
Na3Y4.5Ta7.5P18O72,-1.1374415,0.7937005162239075,190.7572784423828
Na3Ta7.5In4.5P18O72,-15.531369,0.7937005162239075,171.58258056640625
NaZr3Nb(PO4)6,-10.544304,0.7937005162239075,52.388816833496094
NaZr3Ta(PO4)6,-11.115422,0.7937005162239075,49.79755783081055
NaTi3Nb(PO4)6,-2.232756,0.7937005162239075,31.44583511352539
NaTaTi3(PO4)6,-2.8566132,0.7937005162239075,30.299779891967773
NaNbSn3(PO4)6,-8.391161,0.7937005162239075,66.31053161621094
NaTaSn3(PO4)6,-9.040852,0.7937005162239075,64.63031005859375
NaHf3NbSi3(SO8)3,-35.769844,1.7937004566192627,44.9227294921875
NaHf3Nb(PO4)6,-11.390708,0.7937005162239075,43.84551239013672
NaHf3TaSi3(SO8)3,-34.3363,1.7937004566192627,42.41038513183594
NaHf3Ta(PO4)6,-12.16478,0.7937005162239075,41.49314880371094
Na3Mg2Nb10Si3(P5O24)3,-6.6479597,0.9325894117355347,60.66532516479492
Na3Mg2Ta10Si3(P5O24)3,-5.983531,0.9325894117355347,52.73683166503906
Na3Ta10Zn2.0Si10.5S7.5O72,-0.42074856,1.7625586986541748,74.2382583618164
NaNb3GaSiP5O24,-5.681292,0.9325894117355347,20.380552291870117
NaTa3GaSiP5O24,-8.155412,0.9325894117355347,18.349199295043945
NaNb3AlSiP5O24,-7.9290133,0.9325894117355347,99.97760772705078
NaTa3AlSiP5O24,-10.029411,0.9325894117355347,89.28872680664062
NaYNb3SiP5O24,-1.651116,0.9325894117355347,208.4852294921875
NaYTa3SiP5O24,-3.6874256,0.9325894117355347,182.22557067871094
NaTa3InSiP5O24,-9.276597,0.9325894117355347,144.0540313720703
NaTa2Ti2SiP5O24,-2.1439967,0.9325894117355347,33.72005844116211
NaNb2SiSn2P5O24,-0.71256816,0.9325894117355347,68.12598419189453
NaTa2SiSn2P5O24,-1.2246158,0.9325894117355347,64.37893676757812
Na3Hf6Nb6Si10.5S7.5O72,-21.692545,1.7625586986541748,59.53909683227539
Na3Hf6Ta6Si10.5S7.5O72,-24.658794,1.7625586986541748,53.84194564819336
NaHf2Ta2SiP5O24,-0.26199675,0.9325894117355347,52.82741928100586
NaNb4Si3(PO8)3,-1.5661421,1.0437004566192627,0.0
Na3Ta6Nb6Si13.5S4.5O72,-8.1555605,1.5134236812591553,2.1710531864036625e-13
NaTa2Nb2Si3(PO8)3,-11.664823,1.0437004566192627,0.0
Na3Ta12Si13.5S4.5O72,-11.92338,1.5134236812591553,2.0078642253614637e-13
NaTa4Si3(PO8)3,-7.7304544,1.0437004566192627,0.0
NaMgGa(SO4)3,-24.202688,1.0,116.86063385009766
NaMgAl(SO4)3,-12.256809,1.0,183.2118682861328
NaMgSc(SO4)3,-25.156439,1.0,18.636510848999023
NaMgIn(SO4)3,-13.730971,1.0,89.98457336425781
Na2Mg3Zr(SO4)6,-39.7942,1.0,0.0
Na2Mg3Ti(SO4)6,-29.129398,1.0,80.94891357421875
Na2Mg3Sn(SO4)6,-26.792044,1.0,25.99378204345703
Na2Mg3Ge(SO4)6,-1.4601831,1.0,170.05233764648438
Na2HfMg3(SO4)6,-50.535103,1.0,6.059518814086914
Na3Mg5Nb(SO4)9,-29.546669,1.0,47.75123977661133
Na3Mg5Ta(SO4)9,-30.785175,1.0,45.962890625
NaZnGa(SO4)3,-2.0696676,1.0,177.6459197998047
NaScZn(SO4)3,-6.268881,1.0,5.282042980194092
NaZnIn(SO4)3,-6.158464,1.0,86.22409057617188
Na2ZrZn3(SO4)6,-15.662987,1.0,20.40127944946289
Na2Zn3Sn(SO4)6,-9.500929,1.0,63.375633239746094
Na2HfZn3(SO4)6,-52.3842,1.0,30.2841739654541
Na3NbZn5(SO4)9,-15.987047,1.0,98.67839813232422
Na3TaZn5(SO4)9,-24.567137,1.0,95.80355834960938
NaCaIn(SO4)3,-1.1230636,1.0,166.2253875732422
Na2Ca3Zr(SO4)6,-6.754257,1.0,67.28911590576172
Na2Ca3Hf(SO4)6,-29.067894,1.0,66.53424835205078
Na3Ca5Nb(SO4)9,-7.660109,1.0,83.53533935546875
NaMgZrP(SO6)2,-2.2315443,1.2222222089767456,0.0
Na2Mg2Zr2SiS5O24,-9.5524025,1.5555555820465088,0.0
NaMgTiP(SO6)2,-8.280942,1.2222222089767456,98.85289001464844
NaMgSnP(SO6)2,-6.4599285,1.2222222089767456,36.08484649658203
NaHfMgP(SO6)2,-21.151846,1.2222222089767456,6.433628559112549
Na2Hf2Mg2SiS5O24,-21.480804,1.5555555820465088,6.487760543823242
Na3Mg4Nb2P3(SO6)6,-18.011808,1.2222222089767456,62.7681770324707
Na3Mg4Ta2P3(SO6)6,-14.451993,1.2222222089767456,58.557682037353516
NaHfZnP(SO6)2,-10.916012,1.2222222089767456,27.948177337646484
Na2Hf2Zn2SiS5O24,-25.06945,1.5555555820465088,28.224401473999023
Na2Ca2Hf2SiS5O24,-2.0226178,1.5555555820465088,109.0577392578125
NaAlGaP(SO6)2,-1.0737989,1.2222222089767456,115.36094665527344
NaSc2P(SO6)2,-20.322575,1.2222222089767456,0.0
NaScInP(SO6)2,-16.614326,1.2222222089767456,59.205299377441406
NaYInP(SO6)2,-2.636109,1.2222222089767456,94.60169982910156
NaIn2P(SO6)2,-12.311102,1.2222222089767456,0.0
Na2MgTi3P4(SO12)2,-10.367768,1.2222222089767456,89.42140197753906
Na2Hf3MgP4(SO12)2,-13.03572,1.2222222089767456,5.126680374145508
Na2Hf3ZnP4(SO12)2,-8.177479,1.2222222089767456,18.849184036254883
Na2Hf3ZnSi2(SO6)4,-12.53043,1.8888888359069824,19.13895034790039
NaTiGaP2SO12,-1.2168776,1.2222222089767456,18.023088455200195
NaTiAlP2SO12,-7.0807157,1.2222222089767456,73.50279235839844
NaZrScP2SO12,-11.021507,1.2222222089767456,16.273849487304688
NaScTiP2SO12,-0.34984052,1.2222222089767456,116.13943481445312
NaScSnP2SO12,-5.8112755,1.2222222089767456,63.22629165649414
Na2Sc3NbP4(SO12)2,-18.313946,1.2222222089767456,70.81169128417969
Na2Sc3TaP4(SO12)2,-18.856146,1.2222222089767456,67.44751739501953
NaZrInP2SO12,-3.2798915,1.2222222089767456,78.08989715576172
NaHfInP2SO12,-0.2865581,1.2222222089767456,86.06484985351562
Na3Mg2Ta4(PO4)9,-2.3055296,1.0,58.50199508666992
NaTaGa(PO4)3,-9.646795,1.0,22.07073974609375
NaNbAl(PO4)3,-17.465744,1.0,108.29191589355469
NaTaAl(PO4)3,-18.244944,1.0,100.86659240722656
NaScNb(PO4)3,-6.697017,1.0,86.32591247558594
NaScTa(PO4)3,-4.610675,1.0,78.98473358154297
NaZrTi(PO4)3,-2.0259523,1.0,86.38919067382812
NaZrSn(PO4)3,-5.4229093,1.0,31.377151489257812
NaHfZr(PO4)3,-8.207434,1.0,5.6412153244018555
NaTi2(PO4)3,-1.0915704,1.0,0.0
NaTiGe(PO4)3,-3.74373,1.0,96.921142578125
NaHfTi(PO4)3,-6.19086,1.0,76.7469482421875
NaSn2(PO4)3,-0.14416291,1.0,0.0
NaHfSn(PO4)3,-7.951439,1.0,20.595958709716797
Na2Hf4Si3(SO8)3,-9.283039,2.0,0.0
Na3MgNb5Si3(PO6)6,-12.012587,1.2222222089767456,53.96232986450195
Na3MgTa5Si3(PO6)6,-16.899076,1.2222222089767456,46.97422409057617
Na3Ta5ZnSi3(PO6)6,-3.8835263,1.2222222089767456,64.86466217041016
Na3CaTa5Si3(PO6)6,-6.617795,1.2222222089767456,190.35032653808594
Na2Nb3GaSi2(PO6)4,-4.490266,1.2222222089767456,18.11907958984375
Na2Ta3GaSi2(PO6)4,-5.6146736,1.2222222089767456,16.326210021972656
Na2Ta3AlSi2(PO6)4,-10.688275,1.2222222089767456,79.45024871826172
Na2ScTa3Si2(PO6)4,-10.600963,1.2222222089767456,70.46805572509766
Na2Nb3InSi2(PO6)4,-2.4613662,1.2222222089767456,142.4008331298828
Na2Ta3InSi2(PO6)4,-5.2125597,1.2222222089767456,128.05511474609375
NaTiNbSi(PO6)2,-10.9604645,1.2222222089767456,32.361572265625
NaNbSiSn(PO6)2,-7.8508816,1.2222222089767456,60.647090911865234
NaTaSiSn(PO6)2,-3.656041,1.2222222089767456,57.285152435302734
NaHfNbSi(PO6)2,-1.450465,1.2222222089767456,51.84269714355469
NaHfTaSi(PO6)2,-2.5370188,1.2222222089767456,47.05686569213867
NaNb2Si2PO12,-13.067063,1.2222222089767456,0.0
Na3Mg3Al(SO4)6,-10.611165,1.1447142362594604,125.29032135009766
Na3Mg3Sc(SO4)6,-15.71175,1.1447142362594604,14.44812297821045
Na3YMg3(SO4)6,-9.966266,1.1447142362594604,94.34993743896484
Na3Mg3In(SO4)6,-7.547888,1.1447142362594604,58.391265869140625
Na9Mg10.5Zr1.5S18O72,-27.828304,1.1447142362594604,1.4513254964140798e-13
Na9Mg10.5Ti1.5S18O72,-22.084932,1.1447142362594604,46.3828125
Na9Mg10.5Ge1.5S18O72,-9.214142,1.1447142362594604,87.56536865234375
Na9Hf1.5Mg10.5S18O72,-30.852346,1.1447142362594604,3.7217607498168945
Na9Mg11Nb(SO4)18,-14.842306,1.1447142362594604,30.580350875854492
Na9Mg11Ta(SO4)18,-17.4223,1.1447142362594604,30.06964111328125
Na9Zr1.5Zn10.5S18O72,-3.261125,1.1447142362594604,13.273536682128906
Na9Hf1.5Zn10.5S18O72,-9.640539,1.1447142362594604,19.781726837158203
Na3Mg2Sc2PS5O24,-16.146326,1.2836030721664429,16.52014923095703
Na9Mg6Sc6Si1.5S16.5O72,-6.390499,1.3661675453186035,16.580585479736328
Na3Mg2In2PS5O24,-5.1036367,1.2836030721664429,79.73416137695312
