CompName,NewEhullLst,EWaldSumLst,EFormLst,RDiffLst,RDiffStdLst,RDiffNaLst,EleNegStdLst,XDiffLst,AnionXStdLst,XWithNaLst,ChgDiffLst,ChgStdLst,AnionChgStdLst,NNaLst,RRatioNaLst
Mg2Nb2SiS5O24,-0.5457138714357761,-64.61713132989873,-1.8903490102124136,0.07999999999999996,0.03999999999999998,-0.3400000000000001,0.14500000000000002,0.29000000000000004,0.25342103744997624,0.525,3.0,1.5,0.7453559924999298,0.0,0.6666666666666666
Zr3ZnP2(SO6)4,-29.008329999696166,-63.41892448397218,-2.0967462651960775,0.020000000000000018,0.008660254037844393,-0.29499999999999993,0.1385640646055101,0.31999999999999984,0.1838477631085024,0.4800000000000001,2.0,0.8660254037844386,0.4714045207910317,0.0,0.7107843137254902
Ti3ZnP2(SO6)4,-40.845964803605035,-64.28978183818975,-1.958322498039219,0.135,0.05845671475544961,-0.3812500000000001,0.04763139720814407,0.10999999999999988,0.1838477631085024,0.6374999999999998,2.0,0.8660254037844386,0.4714045207910317,0.0,0.6262254901960783
NbZnP(SO6)2,-16.793810442708537,-64.28906597302681,-1.7551540500000007,0.09999999999999998,0.04999999999999999,-0.33000000000000007,0.02499999999999991,0.04999999999999982,0.1838477631085024,0.695,3.0,1.5,0.4714045207910317,0.0,0.676470588235294
Nb2Zn2SiS5O24,-23.425417711290386,-64.58883643037233,-1.6641961897058786,0.09999999999999998,0.04999999999999999,-0.33000000000000007,0.02499999999999991,0.04999999999999982,0.25342103744997624,0.695,3.0,1.5,0.7453559924999298,0.0,0.676470588235294
TaZnP(SO6)2,-7.82729083487175,-64.38565430114683,-1.8281439029411763,0.09999999999999998,0.04999999999999999,-0.33000000000000007,0.07499999999999996,0.1499999999999999,0.1838477631085024,0.6450000000000001,3.0,1.5,0.4714045207910317,0.0,0.676470588235294
Ta2Zn2SiS5O24,-40.02059050541009,-64.68514897231896,-1.708568369852938,0.09999999999999998,0.04999999999999999,-0.33000000000000007,0.07499999999999996,0.1499999999999999,0.25342103744997624,0.6450000000000001,3.0,1.5,0.7453559924999298,0.0,0.676470588235294
CaZr3P2(SO6)4,-24.096570195779385,-63.36773611937844,-2.2390884784313734,0.28,0.12124355652982143,-0.22999999999999998,0.1428941916244324,0.33000000000000007,0.1838477631085024,0.3175,2.0,0.8660254037844386,0.4714045207910317,0.0,0.7745098039215687
CaZr3SiS5O24,-29.57267011142133,-63.549134477451254,-2.1413191647058802,0.28,0.12124355652982143,-0.22999999999999998,0.1428941916244324,0.33000000000000007,0.25342103744997624,0.3175,2.0,0.8660254037844386,0.7453559924999298,0.0,0.7745098039215687
CaTi3P2(SO6)4,-21.908528529110413,-64.10455830602042,-2.101032544607839,0.395,0.17104001724742665,-0.31625000000000003,0.23382685902179845,0.54,0.1838477631085024,0.475,2.0,0.8660254037844386,0.4714045207910317,0.0,0.6899509803921569
CaTi3SiS5O24,-5.1057865329894785,-64.4217589962659,-2.0415391316176486,0.395,0.17104001724742665,-0.31625000000000003,0.23382685902179845,0.54,0.25342103744997624,0.475,2.0,0.8660254037844386,0.7453559924999298,0.0,0.6899509803921569
CaSn3P2(SO6)4,-2.971292009501976,-63.38399803079647,-1.7063043129902014,0.31000000000000005,0.13423393758658803,-0.25250000000000017,0.41569219381653055,0.96,0.1838477631085024,0.7900000000000001,2.0,0.8660254037844386,0.4714045207910317,0.0,0.7524509803921567
CaHf3P2(SO6)4,-101.36526627421739,-63.62641735989949,-2.217836571568624,0.29000000000000004,0.12557368354874363,-0.23750000000000004,0.1299038105676658,0.30000000000000004,0.1838477631085024,0.29500000000000004,2.0,0.8660254037844386,0.4714045207910317,0.0,0.767156862745098
GaSnP(SO6)2,-0.0993288250545703,-63.600269486588296,-1.6203749276960782,0.06999999999999995,0.034999999999999976,-0.365,0.07499999999999996,0.1499999999999999,0.1838477631085024,0.9549999999999997,1.0,0.5,0.4714045207910317,0.0,0.6421568627450981
HfGaP(SO6)2,-44.67042808975628,-63.81212757794442,-1.9759382450980383,0.08999999999999997,0.04499999999999999,-0.355,0.255,0.51,0.1838477631085024,0.6250000000000001,1.0,0.5,0.4714045207910317,0.0,0.6519607843137255
Hf2Ga2SiS5O24,-58.919297613258664,-64.0170655757255,-1.8623559656862734,0.08999999999999997,0.04499999999999999,-0.355,0.255,0.51,0.25342103744997624,0.6250000000000001,1.0,0.5,0.7453559924999298,0.0,0.6519607843137255
NbGa3P2(SO6)4,-5.080094705599343,-64.28141980719045,-1.7462622941176462,0.020000000000000018,0.008660254037844395,-0.395,0.09093266739736604,0.20999999999999996,0.1838477631085024,0.8274999999999998,2.0,0.8660254037844386,0.4714045207910317,0.0,0.6127450980392157
TaGa3P2(SO6)4,-2.937227058517962,-64.28329937511363,-1.782757220588234,0.020000000000000018,0.008660254037844395,-0.395,0.13423393758658803,0.31000000000000005,0.1838477631085024,0.8024999999999999,2.0,0.8660254037844386,0.4714045207910317,0.0,0.6127450980392157
HfAlP(SO6)2,-40.192535932893605,-64.11226691188328,-2.170354945098039,0.17499999999999993,0.08749999999999997,-0.39749999999999996,0.15500000000000003,0.31000000000000005,0.1838477631085024,0.525,1.0,0.5,0.4714045207910317,0.0,0.6102941176470589
Hf2Al2SiS5O24,-49.126013299534165,-64.3409674460242,-2.0567726656862746,0.17499999999999993,0.08749999999999997,-0.39749999999999996,0.15500000000000003,0.31000000000000005,0.25342103744997624,0.525,1.0,0.5,0.7453559924999298,0.0,0.6102941176470589
TaAl3P2(SO6)4,-3.6829623526344406,-64.71539152666477,-2.0768560205882354,0.10499999999999998,0.04546633369868302,-0.45875,0.04763139720814417,0.1100000000000001,0.1838477631085024,0.6525,2.0,0.8660254037844386,0.4714045207910317,0.0,0.5502450980392157
ZrScP(SO6)2,-6.628614364263299,-63.374369403539134,-2.2960594313725493,0.025000000000000022,0.012500000000000011,-0.2875000000000001,0.015000000000000013,0.030000000000000027,0.1838477631085024,0.41500000000000015,1.0,0.5,0.4714045207910317,0.0,0.7181372549019607
Zr2Sc2SiS5O24,-13.600694672075386,-63.56100653216876,-2.19829011764706,0.025000000000000022,0.012500000000000011,-0.2875000000000001,0.015000000000000015,0.030000000000000027,0.25342103744997624,0.41500000000000015,1.0,0.5,0.7453559924999298,0.0,0.7181372549019607
ScTiP(SO6)2,-6.181690344664961,-63.83308568392837,-2.202332267156861,0.14,0.07,-0.345,0.08999999999999998,0.17999999999999994,0.1838477631085024,0.5200000000000001,1.0,0.5,0.4714045207910317,0.0,0.6617647058823529
HfScP(SO6)2,-47.173516325065926,-63.52051997171935,-2.293141539215686,0.03500000000000003,0.017500000000000016,-0.2925,0.030000000000000027,0.06000000000000005,0.1838477631085024,0.4,1.0,0.5,0.4714045207910317,0.0,0.7132352941176471
Hf2Sc2SiS5O24,-70.35787604463108,-63.820398502710056,-2.1795592598039217,0.03500000000000003,0.017500000000000016,-0.2925,0.030000000000000027,0.06000000000000005,0.25342103744997624,0.4,1.0,0.5,0.7453559924999298,0.0,0.7132352941176471
Sc3NbP2(SO6)4,-7.671405980099529,-63.7953593129914,-2.221083497549019,0.10499999999999998,0.045466333698683026,-0.30125,0.10392304845413264,0.24,0.1838477631085024,0.4899999999999999,2.0,0.8660254037844386,0.4714045207910317,0.0,0.704656862745098
Sc3TaP2(SO6)4,-5.246577548725824,-63.83628707043023,-2.257578424019609,0.10499999999999998,0.045466333698683026,-0.30125,0.060621778264910664,0.1399999999999999,0.1838477631085024,0.46499999999999997,2.0,0.8660254037844386,0.4714045207910317,0.0,0.704656862745098
Y2Zr2SiS5O24,-7.318660358346296,-63.26119439815155,-2.2342970735293983,0.18000000000000005,0.09000000000000002,-0.20999999999999996,0.05500000000000005,0.1100000000000001,0.25342103744997624,0.34499999999999986,1.0,0.5,0.7453559924999298,0.0,0.7941176470588236
Y2Hf2SiS5O24,-60.094665260308844,-63.39915943279908,-2.215566215686273,0.19000000000000006,0.09500000000000003,-0.21500000000000008,0.040000000000000036,0.08000000000000007,0.25342103744997624,0.32999999999999996,1.0,0.5,0.7453559924999298,0.0,0.7892156862745098
Zr2In2SiS5O24,-7.248194672075181,-63.42343361886186,-1.873967394117642,0.08000000000000007,0.040000000000000036,-0.26,0.22499999999999998,0.44999999999999996,0.25342103744997624,0.6250000000000001,1.0,0.5,0.7453559924999298,0.0,0.7450980392156863
HfInP(SO6)2,-38.347584952501215,-63.35120373390002,-1.9688188156862718,0.09000000000000008,0.04500000000000004,-0.2650000000000001,0.24,0.48,0.1838477631085024,0.61,1.0,0.5,0.4714045207910317,0.0,0.7401960784313725
NbIn3P2(SO6)4,-0.7077254245279114,-63.497210986232645,-1.7348438035947698,0.16000000000000003,0.06928203230275512,-0.26,0.07794228634059945,0.17999999999999994,0.1838477631085024,0.8049999999999998,2.0,0.8660254037844386,0.4714045207910317,0.0,0.7450980392156863
